key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1000362079,Heat waves and health risks in the northern part of Senegal: analysing the distribution of temperature-related diseases and associated risk factors,2022,11,,Environmental Science and Pollution Research,0944-1344,29,55,83365-83377,"Sy, I. and Cisse, B. and Ndao, B. and Toure, M. and Diouf, A. A. and Sarr, M. A. and Ndiaye, O. and Ndiaye, Y. and Badiane, D. and Lalou, R. and Janicot, S. and Ndione, J. A.",https://www.ncbi.nlm.nih.gov/pubmed/35763140     https://link.springer.com/content/pdf/10.1007/s11356-022-21205-x.pdf,English,,,"The Sahelian zone of Senegal experienced heat waves in the previous decades, such as 2013, 2016 and 2018 that were characterised by temperatures exceeding 45 degrees C for up to 3 successive days. The health impacts of these heat waves are not yet analysed in Senegal although their negative effects have been shown in many countries. This study analyses the health impacts of observed extreme temperatures in the Sahelian zone of the country, focusing on morbidity and mortality by combining data from station observation, climate model projections, and household survey to investigate heat wave detection, occurrence of climate-sensitive diseases and risk factors for exposure. To do this, a set of climatic (temperatures) and health (morbidity, mortality) data were collected for the months of April, May and June from 2009 to 2019. These data have been completed with 1246 households' surveys on risk factor exposure. Statistical methods were used to carry out univariate and bivariate analyses while cartographic techniques allowed mapping of the main climatic and health indicators. The results show an increase in temperatures compared to seasonal normal for the 1971-2000 reference period with threshold exceedances of the 90th percentiles (42 degrees C) for the maxima and (27 degrees C) the minima and higher temperatures during the months of May and June. From health perspective, it was noted an increase in cases of consultation in health facilities as well as a rise in declared morbidity by households especially in the departments of Kanel (17.7%), Ranerou (16.1 %), Matam (13.7%) and Bakel (13.7%). The heat waves of May 2013 were also associated with cases of death with a reported mortality (observed by medical staff) of 12.4% unequally distributed according to the departments with a higher number of deaths in Matam (25, 2%) and in Bakel (23.5%) than in Podor (8.4%) and Kanel (0.8%). The morbidity and mortality distribution according to gender shows that women (57%) were more affected than men (43%). These health risks have been associated with a number of factors including age, access to drinkable water, type of fuel, type of housing and construction materials, existence of fan and an air conditioner, and health history.The heat wave recurrence has led to a frequency in certain diseases sensitive to rising temperatures, which is increasingly a public health issue in the Sahelian zone of Senegal.",RAYYAN-LABELS: Peter,10.1007/s11356-022-21205-x,Climate;Temperature;Heat waves;Diseases;Health risks;Senegal;AMBIENT-TEMPERATURE;MORTALITY;IMPACT;SURVEILLANCE;MORBIDITY;Hot Temperature,,
rayyan-1000362087,Extreme Heat and Pregnancy Outcomes: A Scoping Review of the Epidemiological Evidence,2022,3,2,International Journal of Environmental Research & Public Health [Electronic Resource],1660-4601,19,4,19,"Syed, S. and O'Sullivan, T. L. and Phillips, K. P.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med21&AN=35206601https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:35206601&id=doi:10.3390%2Fijerph19042412&issn=1660-4601&isbn=&volume=19&issue=4&spage=&pages=&date=2022&title=International+Journal+of+Environmental+Research+%26+Public+Health+Electronic+Resource&atitle=Extreme+Heat+and+Pregnancy+Outcomes%3A+A+Scoping+Review+of+the+Epidemiological+Evidence.&aulast=Syed     https://mdpi-res.com/d_attachment/ijerph/ijerph-19-02412/article_deploy/ijerph-19-02412.pdf?version=1645264758,,,,"BACKGROUND: Extreme heat caused by climate change is a major public health concern, disproportionately affecting poor and racialized communities. Gestational heat exposure is a well-established teratogen in animal studies, with a growing body of literature suggesting human pregnancies are similarly at risk. Characterization of extreme heat as a pregnancy risk is problematic due to nonstandard definitions of heat waves, and variable study designs. To better focus future research in this area, we conducted a scoping review to assess the effects of extreme heat on pregnancy outcomes. METHODS: A scoping review of epidemiological studies investigating gestational heat-exposure and published 2010 and 2020, was conducted with an emphasis on study design, gestational windows of sensitivity, adverse pregnancy outcomes and characterization of environmental temperatures. RESULTS: A sample of 84 studies was identified, predominantly set in high-income countries. Preterm birth, birthweight, congenital anomalies and stillbirth were the most common pregnancy outcome variables. Studies reported race/ethnicity and/or socioeconomic variables, however these were not always emphasized in the analysis. CONCLUSION: Use of precise temperature data by most studies avoided pitfalls of imprecise, regional definitions of heat waves, however inconsistent study design, and exposure windows are a significant challenge to systematic evaluation of this literature. Despite the high risk of extreme heat events and limited mitigation strategies in the global south, there is a significant gap in the epidemiological literature from these regions. Greater consistency in study design and exposure windows would enhance the rigor of this field.",RAYYAN-LABELS: Peter,10.3390/ijerph19042412,"Extreme Heat/ae [Adverse Effects];*Extreme Heat;Female;Humans;Infant, Newborn;Pregnancy;Pregnancy Outcome/ep [Epidemiology];Premature Birth/ep [Epidemiology];Premature Birth/et [Etiology];*Premature Birth;Stillbirth;Temperature;Pregnancy Outcome;Extreme Heat;Hot Temperature",,
rayyan-1000362018,The effect of high temperatures on risk of hospitalization in northern Vietnam,2022,2,,Environmental Science & Pollution Research,1614-7499,29,8,12128-12135,"Talukder, M. R. and Chu, C. and Rutherford, S. and Huang, C. and Phung, D.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med21&AN=34561800https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:34561800&id=doi:10.1007%2Fs11356-021-16601-8&issn=0944-1344&isbn=&volume=29&issue=8&spage=12128&pages=12128-12135&date=2022&title=Environmental+Science+%26+Pollution+Research&atitle=The+effect+of+high+temperatures+on+risk+of+hospitalization+in+northern+Vietnam.&aulast=Talukder     https://link.springer.com/content/pdf/10.1007/s11356-021-16601-8.pdf,,,,"Vietnam is one Southeast Asian country most vulnerable to climate change. By the end of the twenty-first century, temperature could rise above 5degreeC across Vietnam according to the IPCC highest emission pathway scenario. However, research on the temperature-health effects from the geographically diverse sub-tropical northern region of Vietnam is limited making location specific health system preparedness difficult. This study examines the elevated temperature-hospitalization relationship for the seven provinces in northern Vietnam by using generalized linear and distributed lag models. A random-effect meta-analysis was used to estimate the pooled temperature hospitalizations risks for all causes, and for infectious, cardiovascular, and respiratory diseases. The pooled estimates show a significant effect of high temperature on hospitalizations for the same day (lag 0), when a 1degreeC increase in temperature above 24degreeC was significantly associated with 1.1% (95% CI, 0.9-1.4%) increased risk for all-cause hospital admissions, 2.4% (95% CI, 1.9-2.9%) increased risk for infectious disease admissions, 0.5% (95% CI, 0.1-0.9%) increased risk for cardiovascular disease admissions, and 1.3% (95% CI, 0.9-1.6%) increased risk for respiratory disease admissions. This research adds to the scant evidence examining heat and health morbidity effects in sub-tropical climates and has important implications for better understanding and preparing for the future impacts of climate change related temperature on Vietnam residents.",RAYYAN-LABELS: Anne,10.1007/s11356-021-16601-8,Climate Change;*Hospitalization;*Hot Temperature;Humans;Temperature;Vietnam/ep [Epidemiology];Vietnam,,
rayyan-1000362106,Diurnal temperature range and daily cardiovascular mortalities among the elderly in Hong Kong,2009,,,Archives of Environmental & Occupational Health,2154-4700,64,3,202-206,"Tam, W. W. and Wong, T. W. and Chair, S. Y. and Wong, A. H.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med7&AN=19864223https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:19864223&id=doi:10.1080%2F19338240903241192&issn=1933-8244&isbn=&volume=64&issue=3&spage=202&pages=202-6&date=2009&title=Archives+of+Environmental+%26+Occupational+Health&atitle=Diurnal+temperature+range+and+daily+cardiovascular+mortalities+among+the+elderly+in+Hong+Kong.&aulast=Tam     https://www.tandfonline.com/doi/pdf/10.1080/19338240903241192,,,,"The authors aimed to examine the association between diurnal temperature range (DTR) and daily mortalities due to cardiovascular disease among people aged 65 years and older in Hong Kong, China. The authors used a generalized additive model to regress daily mortalities of the elderly due to cardiovascular disease on DTR and daily concentrations of air pollutants from 1997 to 2002. They also tested the effects of different lag days of DTR on mortality. Results indicate significant associations between cardiovascular mortality and DTR at lag day 1 and at lag days 0-1 to 0-5. The largest effect was at lag days 0-3 (relative risks = 1.017; 95% confidence interval = 1.003-1.031). The authors recommend that special attention be paid to the elderly population to protect them from excessive diurnal variations in temperature.",RAYYAN-LABELS: Anne,10.1080/19338240903241192,"Aged;*Cardiovascular Diseases/mo [Mortality];Circadian Rhythm;Hong Kong/ep [Epidemiology];*Hot Temperature;Humans;Models, Biological;Risk;Hong Kong",,
rayyan-1000362052,Effects of different heat exposure patterns (accumulated and transient) and schizophrenia hospitalizations: a time-series analysis on hourly temperature basis,2021,12,,Environmental Science & Pollution Research,1614-7499,28,48,69160-69170,"Tang, C. and Ji, Y. and Li, Q. and Yao, Z. and Cheng, J. and He, Y. and Liu, X. and Pan, R. and Wei, Q. and Yi, W. and Su, H.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med20&AN=34286435https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:34286435&id=doi:10.1007%2Fs11356-021-15371-7&issn=0944-1344&isbn=&volume=28&issue=48&spage=69160&pages=69160-69170&date=2021&title=Environmental+Science+%26+Pollution+Research&atitle=Effects+of+different+heat+exposure+patterns+%28accumulated+and+transient%29+and+schizophrenia+hospitalizations%3A+a+time-series+analysis+on+hourly+temperature+basis.&aulast=Tang     https://link.springer.com/content/pdf/10.1007/s11356-021-15371-7.pdf,,,,"Growing studies have shown that high temperature is a potential risk factor of schizophrenia occurrence. Therefore, elaborate analysis of different temperature exposure patterns, such as cumulative heat exposure within a time period and transient exposure at a particular time point, is of important public health significance. This study aims to utilize hourly temperature data to better capture the effects of cumulative and transient heat exposures on schizophrenia during the warm season in Hefei, China. We included the daily mean temperature and daily schizophrenia hospitalizations into the distributed lag non-linear model (DLNM) to simulate the exposure-response curve and determine the heat threshold (19.4 degreeC). We calculated and applied a novel indicator-daily excess hourly heat (DEHH)-to examine the effects of cumulative heat exposure over a day on schizophrenia hospitalizations. Temperature measurements at each time point were also incorporated in the DLNM as independent exposure indicators to analyze the impact of transient heat exposure on schizophrenia. Each increment of interquartile range (IQR) in DEHH was associated with elevated risk of schizophrenia hospitalizations from lag 1 (RR = 1.036, 95% confidence interval (CI): 1.016, 1.057) to lag 4 (RR = 1.025, 95% CI: 1.005, 1.046). Men and people over 40 years old were more susceptible to DEHH. Besides, we found a greater risk of heat-related schizophrenia hospitalizations between 0 a.m. and 6 a.m. This study revealed the adverse effects of accumulated and transient heat exposures on schizophrenia hospitalizations. Our findings need to be further tested in other regions with distinct regional features.",RAYYAN-LABELS: Anne,10.1007/s11356-021-15371-7,Adult;China;Hospitalization;*Hot Temperature;Humans;Male;*Schizophrenia;Seasons;Temperature;Schizophrenia;Hot Temperature,,
rayyan-1010571782,Urban-rural disparity in heatwave effects on diabetes mortality in eastern China: A case-crossover analysis in 2016-2019,2023,2,1,Science of the Total Environment,1879-1026,858,,160026,"Tao, J. and Zheng, H. and Ho, H. C. and Wang, X. and Hossain, M. Z. and Bai, Z. and Wang, N. and Su, H. and Xu, Z. and Cheng, J.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&AN=36356755https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:36356755&id=doi:10.1016%2Fj.scitotenv.2022.160026&issn=0048-9697&isbn=&volume=858&issue=2&spage=160026&pages=160026&date=2023&title=Science+of+the+Total+Environment&atitle=Urban-rural+disparity+in+heatwave+effects+on+diabetes+mortality+in+eastern+China%3A+A+case-crossover+analysis+in+2016-2019.&aulast=Tao     https://www.sciencedirect.com/science/article/pii/S0048969722071261?via%3Dihub,,,"Department of Epidemiology and Biostatistics, School of Public Health, Anhui Medical University, Hefei, China; Anhui Province Key Laboratory of Major Autoimmune Disease, Hefei, China.     Department of Environmental Health, Jiangsu Provincial Center for Disease Control and Prevention, Nanjing, China.     Department of Anaesthesiology, School of Clinical Medicine, The University of Hong Kong, Hong Kong, China.     School of Public Health, Fudan University, Key Laboratory of Public Health Safety, Ministry of Education, Xuhui District, Shanghai 200231, China; Shanghai Key Laboratory of Meteorology and Health, Shanghai Meteorological Service, Shanghai 200135, China.     International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b), Dhaka, Bangladesh.     Department of Health Services Management, School of Health Services Management, Anhui Medical University, Hefei, China.     National Center for Chronic and Non-communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing, China.     School of Public Health, Faculty of Medicine, University of Queensland, 288 Herston Road, Herston, QLD 4006, Australia. Electronic address: xzw1011@gmail.com.     Department of Epidemiology and Biostatistics, School of Public Health, Anhui Medical University, Hefei, China; Anhui Province Key Laboratory of Major Autoimmune Disease, Hefei, China. Electronic address: jiancheng_cchh@163.com.","Diabetics are sensitive to high ambient temperature due to impaired thermoregulation. However, available evidence on the impact of prolonged high temperature (i.e., heatwave) on diabetes deaths is limited and whether urban and rural areas differ in heatwave vulnerability remains unknown so far. A time-stratified case-crossover analysis was employed to estimate the association between heatwaves and diabetes deaths in 1486 districts (509 urban and 977 rural areas) of eastern China (Jiangsu Province), 2016-2019. For each decedent, residential heatwave exposure was measured by matching daily mean temperatures to the geocoded residential address. We adopted nine-tiered heatwave definitions incorporating intensity and duration. Stratified analyses by decedents' characteristics (gender, age, and education) were also conducted. During the study period, there were 18,685 deaths from diabetes (urban proportion: 36.95 %, p-value for urban-rural difference < 0.05). Heatwaves were associated with an increased risk of diabetes deaths, with greater and longer-lasting effects in rural areas than urban areas [e.g., rural odds ratio (OR): 1.19 (95 % confidence interval (CI): 1.14, 1.25) vs. urban OR: 1.09 (95 % CI: 1.05, 1.12)]. Risk of diabetes deaths increased with the intensity of heatwaves in rural areas (p-value for trend <0.01), but not in urban areas. Stratified analyses in rural areas suggested that females and less-educated people were more vulnerable to heatwave-related diabetes deaths. Our findings revealed the urban-rural disparity in the risk of diabetes deaths associated with heatwaves. Rural diabetics should be made aware of the increased death risk posed by heatwaves in the context of warming climate.","Tao, Junwen     Zheng, Hao     Ho, Hung Chak     Wang, Xiling     Hossain, Mohammad Zahid     Bai, Zhongliang     Wang, Ning     Su, Hong     Xu, Zhiwei     Cheng, Jian     eng     Netherlands     2022/11/11     Sci Total Environ. 2023 Feb 1;858(Pt 2):160026. doi: 10.1016/j.scitotenv.2022.160026. Epub 2022 Nov 8. | RAYYAN-LABELS: new",10.1016/j.scitotenv.2022.160026,Female;Humans;*Rural Population;Hot Temperature;China/ep [Epidemiology];Infrared Rays;Diabetes Mellitus/ep [Epidemiology];*Diabetes Mellitus;Fever;Mortality;China,,
rayyan-1010571797,Dose response relationship between mean ambient daily temperatures and kidney stone occurrence,2014,,,Journal of Urology,0022-5347,191,4,e272,"Tasian, G. and Pulido, J. and Gasparrini, A. and Saigal, C. and Horton, B. and Landis, J. R. and Madison, R. and Keren, R.",https://www.embase.com/search/results?subaction=viewrecord&id=L71400858&from=export http://dx.doi.org/10.1016/j.juro.2014.02.317,English,,,"INTRODUCTION AND OBJECTIVES: High ambient temperatures are a risk factor for nephrolithiasis, but the precise relationship between temperature and kidney stone occurrence is unknown. METHODS: We used times series Poisson regression and distributed lag non-linear models to determine the relative risk of kidney stone occurrence associated with mean ambient daily temperatures among 60,221 patients living in Atlanta, Chicago, Dallas, Los Angeles, and Philadelphia who developed kidney stones between 2005 and 2011. Patient data were obtained from MarketScan, a claims database of over 145 million unique patients enrolled in more than 100 nongovernmental health insurance plans in all 50 states, and mean ambient daily temperatures were obtained from the National Climatic Data Center. To fully capture the effect of daily temperatures, we calculated the cumulative risk of stone occurrence over a period of 20 days to estimate an overall risk for all daily temperatures that occurred in each city. Relative risks for nephrolithiasis were calculated referent to 50-F (10°C). RESULTS: We observed a dose response relationship between mean daily ambient temperatures and the risk of nephrolithiasis. The risk of kidney stone occurrence increased as mean daily temperatures increased above 50-F (Figure). At 86-F (30°C), the relative risk of stone occurrence was 1.38 in Atlanta (95% CI 1.07-1.79), 1.37 in Chicago (95% CI 1.07-1.76), 1.36 in Dallas (95% CI 1.10-1.69), 1.11 in Los Angeles (95% CI 0.73-1.68), and 1.47 in Philadelphia (95% CI 1.00-2.17). In Dallas, the relative risk of kidney stone occurrence stabilized at 36-38% as temperatures increased above 86-F. In Atlanta, Chicago, and Philadelphia, the risk of nephrolithiasis increased throughout the upper temperature range of each city. No statistically significant association between temperature and stone occurrence was observed in Los Angeles, which had the fewest days above 80-F and the least variability in daily temperatures. CONCLUSIONS: The risk of kidney stones increases as mean ambient daily temperatures increase. The results will help provide a modeling framework of how climate change may affect the incidence of nephrolithiasis across the United States.(Figure Presented).",Suppl. S     Cc3vf     Mp25-15     Times Cited:0     Cited References Count:0 | RAYYAN-LABELS: new,10.1016/j.juro.2014.02.317,dose response;temperature;nephrolithiasis;United States;risk;risk factor;human;patient;city;environmental temperature;climate change;statistical model;model;health insurance;data base;patient coding;Kidney Calculi;Kidney;Temperature,,
rayyan-1010571768,"Age, sex, and climate differences in the temperature-dependence of kidney stone presentation",2017,4,,Journal of Urology,1527-3792,197,4,e7-e8,"Tasian, G. and Vicedo-Cabrera, A. and Kopp, R. and Warner, S. and Pulido, J. and Ross, M. and Song, L. and Goldfarb, D. and Furth, S.",https://www.embase.com/search/results?subaction=viewrecord&id=L616357480&from=export,English,,,"INTRODUCTION AND OBJECTIVES: Prior studies have demonstrated that high daily temperatures increase the risk of kidney stone presentation, men produce more sweat than women, and people with public insurance have greater exposure to ambient temperatures than those with private insurance. The objective of this study was to determine differences in the temperature dependence of kidney stone presentation by sex, age, race, climate, and insurance type. METHODS: We performed a time series study of 132,597 patients who presented with kidney stones to Emergency Departments in South Carolina from 1996-2015. Conditional Poisson regression and distributed lag non-linear models were used to assess the association and lagged response between daily temperature and kidney stone presentation stratified by sex, age, insurance type, race, and climate zone. RESULTS: The relative risk for a daily temperature at the 99th percentile versus 10°C was 1.72 (95% CI 1.55, 1.91) for men and 1.15 (95% CI 1.01, 1.31) for women. This difference was greatest among patients 20-65 years old. The risk of kidney stone presentation following moderately high daily temperatures was less among patients living in warmer climates. The temperature-dependence of stone presentation did not differ by race or insurance type. CONCLUSIONS: The risk of kidney stone presentation following high daily temperatures was substantially greater among men than women and similar between patients with public and private insurance, which suggests that the higher risk among men is due to the sexually dimorphic effect of heat on evaporative water loss rather than greater exposure to ambient temperature. The lower risk among patients living in warmer climates suggests that prolonged heat exposure may lead to adaptive responses that mitigate the effect of high temperatures on kidney stone presentation. These differences should be considered in secondary prevention strategies to increase fluid intake and projections of the effect of climate change on nephrolithiasis prevalence. (Figure Presented).",Suppl. S     Eq7pr     Mp01-17     Times Cited:0     Cited References Count:0 | RAYYAN-LABELS: new,10.1016/j.juro.2017.02.092,adult;aged;climate change;controlled study;emergency ward;environmental temperature;evaporation;female;fluid intake;high temperature;human;insurance;major clinical study;male;model;nephrolithiasis;prevalence;race;risk factor;secondary prevention;South Carolina;temperature dependence;thermal exposure;time series analysis;Kidney Calculi;Kidney,,
rayyan-1000361950,Daily mean temperature and clinical kidney stone presentation in five u.s. metropolitan areas: A time-series analysis,2014,,,Environmental Health Perspectives,1552-9924 0091-6765,122,10,1081-1087,"Tasian, G. E. and Pulido, J. E. and Gasparrini, A. and Saigal, C. S. and Horton, B. P. and Richard Landis, J. and Madison, R. and Keren, R.",https://www.embase.com/search/results?subaction=viewrecord&id=L600122982&from=export http://dx.doi.org/10.1289/ehp.1307703     https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4181925/pdf/ehp.1307703.pdf,English,,,"Background: High ambient temperatures are a risk factor for nephrolithiasis, but the precise relationship between temperature and kidney stone presentation is unknown. Results: Associations between mean daily temperature and kidney stone presentation were not monotonic, and there was variation in the exposure–response curve shapes and the strength of associations at different temperatures. However, in most cases RRs increased for temperatures above the reference value of 10°C. The cumulative RR for a daily mean temperature of 30°C versus 10°C was 1.38 in Atlanta (95% CI: 1.07, 1.79), 1.37 in Chicago (95% CI: 1.07, 1.76), 1.36 in Dallas (95% CI: 1.10, 1.69), 1.11 in Los Angeles (95% CI: 0.73, 1.68), and 1.47 in Philadelphia (95% CI: 1.00, 2.17). Kidney stone presentations also were positively associated with temperatures < 2°C in Atlanta, and < 10°C in Chicago and Philadelphia. In four cities, the strongest association between kidney stone presentation and a daily mean temperature of 30°C versus 10°C was estimated for lags of ≤ 3 days. Objectives: Our objective was to estimate associations between mean daily temperature and kidney stone presentation according to lag time and temperatures. Methods: Using a time-series design and distributed lag nonlinear models, we estimated the relative risk (RR) of kidney stone presentation associated with mean daily temperatures, including cumulative RR for a 20-day period, and RR for individual daily lags through 20 days. Our analysis used data from the MarketScan Commercial Claims database for 60,433 patients who sought medical evaluation or treatment of kidney stones from 2005–2011 in the U.S. cities of Atlanta, Georgia; Chicago, Illinois; Dallas, Texas; Los Angeles, California; and Philadelphia, Pennsylvania. Conclusions: In general, kidney stone presentations increased with higher daily mean temperatures, with the strongest associations estimated for lags of only a few days. These findings further support an adverse effect of high temperatures on nephrolithiasis.",RAYYAN-LABELS: Anne,10.1289/ehp.1307703,article;Current Procedural Terminology;disease association;environmental exposure;environmental factor;environmental temperature;human;humidity;ICD-9;nephrolithiasis;outcome assessment;risk factor;sensitivity analysis;United States;Kidney Calculi;Kidney;Temperature,,
rayyan-1000362159,"Ambient temperature and coronary heart disease mortality in Beijing, China: A time series study",2012,,,Environmental Health: A Global Access Science Source,1476-069X,11,1,,"Tian, Z. and Li, S. and Zhang, J. and Jaakkola, J. J. and Guo, Y.",https://www.embase.com/search/results?subaction=viewrecord&id=L365996118&from=export http://dx.doi.org/10.1186/1476-069X-11-56     https://ehjournal.biomedcentral.com/counter/pdf/10.1186/1476-069X-11-56.pdf,English,,,"Background: Many studies have examined the association between ambient temperature and mortality. However, less evidence is available on the temperature effects on coronary heart disease (CHD) mortality, especially in China. In this study, we examined the relationship between ambient temperature and CHD mortality in Beijing, China during 2000 to 2011. In addition, we compared time series and time-stratified case-crossover models for the non-linear effects of temperature. Methods: We examined the effects of temperature on CHD mortality using both time series and time-stratified case-crossover models. We also assessed the effects of temperature on CHD mortality by subgroups: gender (female and male) and age (age > =65 and age < 65). We used a distributed lag non-linear model to examine the non-linear effects of temperature on CHD mortality up to 15 lag days. We used Akaike information criterion to assess the model fit for the two designs. Results: The time series models had a better model fit than time-stratified case-crossover models. Both designs showed that the relationships between temperature and group-specific CHD mortality were non-linear. Extreme cold and hot temperatures significantly increased the risk of CHD mortality. Hot effects were acute and short-term, while cold effects were delayed by two days and lasted for five days. The old people and women were more sensitive to extreme cold and hot temperatures than young and men. Conclusions: This study suggests that time series models performed better than time-stratified case-crossover models according to the model fit, even though they produced similar non-linear effects of temperature on CHD mortality. In addition, our findings indicate that extreme cold and hot temperatures increase the risk of CHD mortality in Beijing, China, particularly for women and old people. © 2012 Tian et al.; licensee BioMed Central Ltd.",RAYYAN-LABELS: Anne,10.1186/1476-069X-11-56,adult;aged;aging;article;China;cold;correlation analysis;environmental temperature;female;heat;human;ischemic heart disease;major clinical study;male;mortality;nonlinear system;priority journal;risk factor;sex difference;statistical analysis;statistical model;time series analysis;time stratified case crossover model;Coronary Disease,,
rayyan-1000362026,"The Characteristic of Heat Wave Effects on Coronary Heart Disease Mortality in Beijing, China: A Time Series Study",2013,9,,Plos One,1932-6203,8,9,e77321,"Tian, Z. X. and Li, S. S. and Zhang, J. L. and Guo, Y. M.",https://www.ncbi.nlm.nih.gov/pubmed/24098818     https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0077321&type=printable,English,,,"Background: There is limited evidence for the impacts of heat waves on coronary heart disease (CHD) mortality in Beijing, capital city of China. Objectives: We aimed to find a best heat wave definition for CHD mortality; and explore the characteristic of heat wave effects on CHD in Beijing, China. Methods: We obtained daily data on weather and CHD mortality in Beijing for years 2000-2011. A quasi-Poisson regression model was used to assess the short-term impact of heat waves on CHD mortality in hot season (May-September), while controlling for relative humidity, day of the week, long-term trend and season. We compared 18 heat wave definitions by combining heat wave thresholds (87.5th, 90.0th, 92.5th, 95th, 97.5th, and 99th percentile of daily mean temperature) with different duration days (>= 2 to >= 4 days), using Akaike information criterion for quasi-Poisson. We examined whether heat wave effects on CHD mortality were modified by heat wave duration and timing. Results: Heat wave definition using 97.5th percentile of daily mean temperature (30.5 degrees C) and duration >= 2 days produced the best model fit. Based on this heat wave definition, we found that men and elderly were sensitive to the first heat waves of the season, while women and young were sensitive to the second heat waves. In general, the longer duration of heat waves increased the risks of CHD mortality more than shorter duration for elderly. The first two days of heat waves had the highest impact on CHD mortality. Women and elderly were at higher risks than men and young when exposed to heat waves, but the effect differences were not statistically significant. Conclusions: Heat waves had significant impact on CHD mortality. This finding may have implications for policy making towards protecting human health from heat waves.",RAYYAN-LABELS: Anne,10.1371/journal.pone.0077321,AMBIENT-TEMPERATURE;CASE-CROSSOVER;COLD SPELLS;SAO-PAULO;IMPACT;RISK;CITY;Coronary Disease,,
